_merge_key,stop_name,boardings,alightings,passengers,route_count,lat,lon,district,total_riders,boardings_per_route,hourly_pattern_boardings,morning_boardings,evening_boardings,peak_hour,peak_hour_label,morning_concentration,evening_concentration,boarding_alighting_diff,boarding_alighting_imbalance,stop_type
name:석굴암IC교아래|,석굴암IC교아래,6415,1902,1902,3.0,36.05221083,128.6510967,군위군,8317,2138.3333333333335,168.0,38.0,34.0,16.0,16시,22.61904761904762,20.238095238095237,4513,0.5426235421425994,생활형
name:석산리|,석산리,2205,48,48,1.0,36.174143335,128.8520208,군위군,2253,2205.0,56.0,52.0,0.0,7.0,7시,92.85714285714286,0.0,2157,0.9573901464713716,저이용형
name:석우1리 건너|,석우1리 건너,106,49,49,,,,,155,,3.0,3.0,0.0,9.0,9시,100.0,0.0,57,0.36774193548387096,저이용형
name:석우1리|,석우1리,338,82,82,,,,,420,,2.0,1.0,0.0,9.0,9시,50.0,0.0,256,0.6095238095238096,저이용형
name:선곡2리|,선곡2리,97,53,53,1.0,36.198728335,128.67121165,군위군,150,97.0,0.0,0.0,0.0,5.0,5시,,,44,0.29333333333333333,저이용형
name:선녀곡건너(옥포)|,선녀곡건너(옥포),6317,1916,1916,4.0,35.784895,128.4531367,달성군,8233,1579.25,206.0,14.0,28.0,15.0,15시,6.796116504854369,13.592233009708737,4401,0.5345560549010081,생활형
name:선녀곡앞(옥포)|,선녀곡앞(옥포),1343,20438,20438,4.0,35.78493495,128.4527872,달성군,21781,335.75,7.0,0.0,7.0,17.0,17시,0.0,100.0,-19095,0.8766815114090262,저이용형
name:선돌교1|,선돌교1,8835,2142,2142,1.0,35.83247667,128.516545,달서구,10977,8835.0,264.0,27.0,154.0,17.0,17시,10.227272727272728,58.333333333333336,6693,0.6097294342716589,퇴근형
name:선돌교2|,선돌교2,13209,3230,3230,1.0,35.83269,128.516675,달서구,16439,13209.0,403.0,43.0,230.0,17.0,17시,10.669975186104217,57.07196029776674,9979,0.6070320579110652,퇴근형
name:선화리청구A 건너|,선화리청구A 건너,26400,750,750,,,,,27150,,409.0,157.0,76.0,8.0,8시,38.386308068459655,18.581907090464547,25650,0.9447513812154696,출근형
name:선화리청구A|,선화리청구A,20961,5025,5025,,,,,25986,,417.0,154.0,37.0,7.0,7시,36.930455635491604,8.872901678657074,15936,0.6132532902332025,출근형
name:선화삼거리(경산방향)|,선화삼거리(경산방향),26976,3231,3231,,,,,30207,,435.0,145.0,109.0,8.0,8시,33.33333333333333,25.057471264367813,23745,0.7860760750819347,출퇴근형
name:선화삼거리(하양방향)|,선화삼거리(하양방향),40093,15601,15601,,,,,55694,,949.0,108.0,180.0,16.0,16시,11.380400421496311,18.967334035827186,24492,0.4397601177864761,생활형
name:설티고개(달성공단방면)|,설티고개(달성공단방면),30,226,226,2.0,35.74471333,128.4830183,달성군,256,15.0,0.0,0.0,0.0,5.0,5시,,,-196,0.765625,저이용형
name:설티고개(옥포방면)|,설티고개(옥포방면),746,28,28,2.0,35.74503833,128.48364,달성군,774,373.0,0.0,0.0,0.0,5.0,5시,,,718,0.9276485788113695,저이용형
name:설화리(시내방향)|,설화리(시내방향),107896,360753,360753,5.0,35.79597833,128.4850833,달성군,468649,21579.2,,,,,,,,-252857,0.5395445205260226,분류 불가
name:설화리(시외방향)|,설화리(시외방향),29267,27161,27161,5.0,35.79572833,128.4842833,달성군,56428,5853.4,,,,,,,,2106,0.03732189693060183,분류 불가
name:설화리(종점)1|,설화리(종점)1,1177,158,158,1.0,35.79693,128.4824983,달성군,1335,1177.0,11.0,8.0,2.0,8.0,8시,72.72727272727273,18.181818181818183,1019,0.7632958801498128,저이용형
name:설화리(종점)2|,설화리(종점)2,3282,175,175,1.0,35.79602,128.4829017,달성군,3457,3282.0,66.0,1.0,34.0,17.0,17시,1.5151515151515151,51.515151515151516,3107,0.898756146948221,퇴근형
name:설화명곡역(4번출구)|,설화명곡역(4번출구),2061,1234,1234,2.0,35.79708167,128.4914667,달성군,3295,1030.5,26.0,10.0,0.0,9.0,9시,38.46153846153847,0.0,827,0.2509863429438543,저이용형
name:설화명곡역(8번출구)|,설화명곡역(8번출구),93836,55069,55069,,,,,148905,,3101.0,560.0,1014.0,16.0,16시,18.058690744920995,32.6991293131248,38767,0.26034720123568716,퇴근형
name:설화명곡역우방아이유쉘건너|,설화명곡역우방아이유쉘건너,8750,33209,33209,,,,,41959,,3951.0,1050.0,863.0,8.0,8시,26.575550493545936,21.842571500885853,-24459,0.5829261898519984,출근형
name:설화명곡역우방아이유쉘앞|,설화명곡역우방아이유쉘앞,2913,1612,1612,,,,,4525,,1102.0,304.0,251.0,7.0,7시,27.586206896551722,22.77676950998185,1301,0.2875138121546961,출근형
name:섬뜸마을|,섬뜸마을,6077,2,2,1.0,35.93250333,128.6883567,동구,6079,6077.0,191.0,47.0,4.0,10.0,10시,24.60732984293194,2.094240837696335,6075,0.9993419970389866,생활형
name:섬유회관건너1|,섬유회관건너1,536378,307050,307050,12.0,35.87072513,128.583329,중구,843428,44698.166666666664,20590.0,2848.0,5631.0,16.0,16시,13.831957260806217,27.3482272948033,229328,0.27189991321132334,퇴근형
name:섬유회관건너2|,섬유회관건너2,166504,86889,86889,3.0,35.87052495,128.5853899,중구,253393,55501.333333333336,6018.0,394.0,1565.0,15.0,15시,6.547025589896975,26.005317381189762,79615,0.3141957354780913,퇴근형
name:섬유회관앞|,섬유회관앞,1017834,395215,395215,16.0,35.87061667,128.5838733,중구,1413049,63614.625,38409.0,5471.0,8605.0,16.0,16시,14.244057382384337,22.40360332213804,622619,0.44062095511196003,생활형
name:성1리|,성1리,913,132,132,6.0,36.18106167,128.5868533,군위군,1045,152.16666666666666,8.0,6.0,0.0,7.0,7시,75.0,0.0,781,0.7473684210526316,저이용형
name:성2리|,성2리,605,65,65,6.0,36.180769170000005,128.59144500000002,군위군,670,100.83333333333333,8.0,7.0,0.0,8.0,8시,87.5,0.0,540,0.8059701492537313,저이용형
name:성곡중학교건너|,성곡중학교건너,20448,15199,15199,1.0,35.86092833,128.5214567,달서구,35647,20448.0,681.0,79.0,91.0,15.0,15시,11.600587371512482,13.362701908957417,5249,0.14724941790332988,생활형
name:성곡중학교앞|,성곡중학교앞,24391,3906,3906,1.0,35.86090667,128.5215983,달서구,28297,24391.0,854.0,293.0,145.0,7.0,7시,34.30913348946136,16.978922716627633,20485,0.7239283316252606,출근형
name:성광고등학교건너|,성광고등학교건너,246248,46828,46828,8.0,35.90995833,128.62416,북구,293076,30781.0,8178.0,149.0,1903.0,16.0,16시,1.821961359745659,23.269748104671066,199420,0.6804378386493606,생활형
name:성광고등학교앞|,성광고등학교앞,14335,33665,33665,8.0,35.90998333,128.62439,북구,48000,1791.875,438.0,0.0,3.0,15.0,15시,0.0,0.684931506849315,-19330,0.40270833333333333,생활형
name:성남초등학교건너|,성남초등학교건너,30876,60352,60352,2.0,35.85313333,128.57139,달서구,91228,15438.0,1050.0,313.0,177.0,8.0,8시,29.809523809523807,16.857142857142858,-29476,0.32310255623273554,출근형
name:성남초등학교앞|,성남초등학교앞,110809,11360,11360,2.0,35.853625,128.571055,달서구,122169,55404.5,3711.0,1219.0,651.0,7.0,7시,32.84828887092428,17.54244139046079,99449,0.8140281086036556,출근형
name:성당두산위브앞|,성당두산위브앞,370893,35708,35708,5.0,35.84428845,128.5447747,달서구,406601,74178.6,12903.0,3767.0,2370.0,8.0,8시,29.1947609083159,18.367821436875147,335185,0.8243585234664942,출근형
name:성당래미안e-편한세상앞|,성당래미안e-편한세상앞,212532,84720,84720,5.0,35.84340813,128.5427401,달서구,297252,42506.4,7406.0,1988.0,1473.0,8.0,8시,26.84310018903592,19.889278963002972,127812,0.42997860401275684,출근형
name:성당시장건너|,성당시장건너,464194,124507,124507,8.0,35.85037032,128.5721957,달서구,588701,58024.25,17167.0,3014.0,3706.0,12.0,12시,17.556940641929284,21.587930331449876,339687,0.5770110803277045,생활형
name:성당시장앞1|,성당시장앞1,67610,10132,10132,1.0,35.84956833,128.5711533,남구,77742,67610.0,2442.0,307.0,489.0,15.0,15시,12.571662571662573,20.024570024570025,57478,0.7393429549021121,생활형
name:성당시장앞2|,성당시장앞2,611593,81323,81323,7.0,35.850365,128.5725433,남구,692916,87370.42857142857,21371.0,4470.0,3981.0,12.0,12시,20.91619484347948,18.628047353890786,530270,0.7652731355604431,생활형
name:성당초교앞|,성당초교앞,17361,12521,12521,1.0,35.83956333,128.54742,달서구,29882,17361.0,570.0,116.0,121.0,16.0,16시,20.350877192982455,21.228070175438596,4840,0.16197041697342882,생활형
name:성당코오롱하늘채2|,성당코오롱하늘채2,245073,113056,113056,5.0,35.84443858,128.544596,달서구,358129,49014.6,8952.0,2248.0,1814.0,7.0,7시,25.11170688114388,20.263628239499553,132017,0.36862973956311834,출근형
name:성당코오롱하늘채|,성당코오롱하늘채,137967,45936,45936,5.0,35.84355972,128.5427277,달서구,183903,27593.4,4939.0,1300.0,1176.0,7.0,7시,26.321117635148816,23.81048795302693,92031,0.5004322931110422,출근형
name:성당포스코더샵건너|,성당포스코더샵건너,81513,43182,43182,4.0,35.84352478,128.54728,달서구,124695,20378.25,2801.0,862.0,506.0,7.0,7시,30.774723313102463,18.064976794002142,38331,0.3073980512450379,출근형
name:성당포스코더샵앞|,성당포스코더샵앞,203030,23193,23193,4.0,35.843415,128.548215,달서구,226223,50757.5,6853.0,2118.0,1129.0,8.0,8시,30.90617247920619,16.4745366992558,179837,0.7949545360109272,출근형
name:성동건너|,성동건너,6378,4602,4602,3.0,35.85590667,128.7220533,수성구,10980,2126.0,316.0,68.0,72.0,16.0,16시,21.518987341772153,22.78481012658228,1776,0.16174863387978142,생활형
name:성동마을건너|,성동마을건너,2031,4662,4662,1.0,35.8485368,128.7208857,수성구,6693,2031.0,19.0,8.0,2.0,12.0,12시,42.10526315789473,10.526315789473683,-2631,0.39309726580008963,저이용형
name:성동마을앞|,성동마을앞,7652,614,614,1.0,35.84907098,128.7210482,수성구,8266,7652.0,262.0,59.0,58.0,18.0,18시,22.519083969465647,22.137404580152673,7038,0.8514396322284055,생활형
name:성동앞|,성동앞,2133,1189,1189,3.0,35.85548667,128.7221833,수성구,3322,711.0,31.0,1.0,17.0,17.0,17시,3.225806451612903,54.83870967741935,944,0.28416616496086694,저이용형
name:성동초등학교건너|,성동초등학교건너,155064,53147,53147,6.0,35.84037885,128.6333003,수성구,208211,25844.0,5332.0,1114.0,1349.0,16.0,16시,20.892723180795198,25.300075018754686,101917,0.4894890279572165,퇴근형
name:성동초등학교앞|,성동초등학교앞,276266,41599,41599,6.0,35.84052725,128.6329446,수성구,317865,46044.333333333336,9484.0,2387.0,1964.0,8.0,8시,25.16870518768452,20.70856178827499,234667,0.7382599531247542,출근형
name:성동탱자나무마을건너|,성동탱자나무마을건너,1269,1375,1375,1.0,35.842915,128.7214217,수성구,2644,1269.0,7.0,0.0,6.0,17.0,17시,0.0,85.71428571428571,-106,0.040090771558245086,저이용형
name:성동탱자나무마을앞|,성동탱자나무마을앞,2338,3177,3177,1.0,35.843045,128.7213267,수성구,5515,2338.0,26.0,3.0,5.0,11.0,11시,11.538461538461538,19.230769230769234,-839,0.15213055303717135,생활형
name:성리|,성리,363,148,148,6.0,36.18074,128.5834117,군위군,511,60.5,4.0,0.0,0.0,10.0,10시,0.0,0.0,215,0.4207436399217221,저이용형
name:성림첨단산업건너|,성림첨단산업건너,6542,1340,1340,1.0,35.83664167,128.4857133,달서구,7882,6542.0,185.0,2.0,144.0,18.0,18시,1.0810810810810811,77.83783783783784,5202,0.6599847754377062,퇴근형
name:성림첨단산업앞|,성림첨단산업앞,7693,1108,1108,1.0,35.83663575,128.4858847,달서구,8801,7693.0,224.0,0.0,154.0,17.0,17시,0.0,68.75,6585,0.7482104306328826,퇴근형
name:성명119안전센터건너1|,성명119안전센터건너1,44550,41805,41805,2.0,35.83317167,128.558555,남구,86355,22275.0,1488.0,575.0,188.0,7.0,7시,38.64247311827957,12.634408602150538,2745,0.03178738926524231,출근형
name:성명119안전센터건너2|,성명119안전센터건너2,17308,3613,3613,1.0,35.83312667,128.5584683,남구,20921,17308.0,626.0,90.0,166.0,16.0,16시,14.376996805111823,26.517571884984026,13695,0.6546054203909947,퇴근형
name:성명119안전센터앞|,성명119안전센터앞,39393,11549,11549,1.0,35.83307837,128.5593073,남구,50942,39393.0,1344.0,424.0,229.0,8.0,8시,31.547619047619047,17.038690476190478,27844,0.5465823878135919,출근형
name:성명여자중학교|,성명여자중학교,3714,2948,2948,2.0,35.86887,128.5860567,중구,6662,1857.0,118.0,7.0,45.0,18.0,18시,5.932203389830509,38.13559322033898,766,0.11498048634043831,퇴근형
name:성모여성의원건너|,성모여성의원건너,350413,94284,94284,7.0,35.81833167,128.5352394,달서구,444697,50059.0,13799.0,1745.0,3725.0,18.0,18시,12.64584390173201,26.994709761576924,256129,0.5759629590485207,퇴근형
name:성모여성의원앞|,성모여성의원앞,416712,200271,200271,8.0,35.81822828,128.535736,달서구,616983,52089.0,16074.0,3022.0,3922.0,18.0,18시,18.800547467960683,24.39965161129775,216441,0.3508054516899169,생활형
name:성바울로성당건너|,성바울로성당건너,2690,1588,1588,3.0,35.83296665,128.5933751,남구,4278,896.6666666666666,26.0,4.0,5.0,9.0,9시,15.384615384615385,19.230769230769234,1102,0.25759700794763907,생활형
name:성바울로성당앞|,성바울로성당앞,3652,4125,4125,3.0,35.83321833,128.594345,남구,7777,1217.3333333333333,84.0,26.0,40.0,8.0,8시,30.952380952380953,47.61904761904761,-473,0.06082036775106082,출퇴근형
name:성보교통|,성보교통,14438,1017,1017,,,,,15455,,,,,,,,,13421,0.868392106114526,분류 불가
name:성보교통건너|,성보교통건너,1711,486,486,8.0,35.9186,128.6212517,북구,2197,213.875,60.0,0.0,27.0,15.0,15시,0.0,45.0,1225,0.5575785161583978,저이용형
name:성보교통앞|,성보교통앞,8331,1826,1826,8.0,35.91844,128.6212567,북구,10157,1041.375,784.0,223.0,242.0,17.0,17시,28.443877551020407,30.86734693877551,6505,0.6404450132913262,출퇴근형
name:성북교1|,성북교1,193916,40109,40109,6.0,35.89239833,128.59459,북구,234025,32319.333333333332,7510.0,2270.0,1339.0,8.0,8시,30.22636484687084,17.82956058588549,153807,0.657224655485525,출근형
name:성북교2|,성북교2,104109,81201,81201,6.0,35.89261333,128.5945067,북구,185310,17351.5,4062.0,1090.0,777.0,7.0,7시,26.834071885770555,19.12850812407681,22908,0.1236198802007447,출근형
name:성북시장건너|,성북시장건너,59921,23296,23296,4.0,35.8949173,128.5946333,북구,83217,14980.25,2067.0,607.0,372.0,7.0,7시,29.366231253023706,17.99709724238026,36625,0.44011439970198396,출근형
name:성북시장앞|,성북시장앞,164377,48407,48407,6.0,35.89573232,128.5947341,북구,212784,27396.166666666668,5663.0,1487.0,1024.0,8.0,8시,26.258167049267172,18.082288539643297,115970,0.5450127829160087,출근형
name:성산3동|,성산3동,22,1002,1002,1.0,35.80930833,128.480795,달성군,1024,22.0,0.0,0.0,0.0,5.0,5시,,,-980,0.95703125,저이용형
name:성산리1|,성산리1,734,1805,1805,2.0,35.80810333,128.4863683,달성군,2539,367.0,1.0,1.0,0.0,8.0,8시,100.0,0.0,-1071,0.4218196140212682,저이용형
name:성산리2|,성산리2,11179,784,784,2.0,35.80816,128.485745,달성군,11963,5589.5,371.0,89.0,86.0,8.0,8시,23.98921832884097,23.180592991913745,10395,0.868929198361615,생활형
name:성산리3|,성산리3,720,420,420,1.0,35.80978833,128.483735,달성군,1140,720.0,16.0,16.0,0.0,9.0,9시,100.0,0.0,300,0.2631578947368421,저이용형
name:성산리4|,성산리4,23,58,58,1.0,35.810515,128.4840383,달성군,81,23.0,0.0,0.0,0.0,5.0,5시,,,-35,0.43209876543209874,저이용형
name:성산중학교앞|,성산중학교앞,80747,8219,8219,1.0,35.857045,128.5179217,달서구,88966,80747.0,2677.0,974.0,350.0,8.0,8시,36.38401195367949,13.074336944340681,72528,0.815232785558528,출근형
name:성산초등학교앞|,성산초등학교앞,15480,6157,6157,1.0,35.85718667,128.51758,달서구,21637,15480.0,502.0,133.0,96.0,8.0,8시,26.49402390438247,19.12350597609562,9323,0.4308822849748117,출근형
name:성서119안전센터건너|,성서119안전센터건너,3585,62153,62153,3.0,35.85048,128.50738,달서구,65738,1195.0,67.0,8.0,38.0,18.0,18시,11.940298507462686,56.71641791044776,-58568,0.8909306641516322,퇴근형
name:성서119안전센터앞|,성서119안전센터앞,347598,10882,10882,3.0,35.85040333,128.5071517,달서구,358480,115866.0,11850.0,4000.0,2753.0,7.0,7시,33.755274261603375,23.232067510548525,336716,0.9392881053336309,출근형
name:성서2차서한타운1|,성서2차서한타운1,174222,14203,14203,4.0,35.85894585,128.5065915,달서구,188425,43555.5,5807.0,1758.0,799.0,7.0,7시,30.27380747373859,13.759256070260031,160019,0.8492450577152714,출근형
name:성서2차서한타운2|,성서2차서한타운2,6803,22363,22363,1.0,35.85782423,128.5071816,달서구,29166,6803.0,230.0,12.0,62.0,11.0,11시,5.217391304347826,26.956521739130434,-15560,0.5334979085236234,퇴근형
name:성서4차산업단지앞1|,성서4차산업단지앞1,1660,188,188,1.0,35.81730833,128.5055583,달서구,1848,1660.0,33.0,7.0,26.0,17.0,17시,21.21212121212121,78.78787878787878,1472,0.7965367965367965,저이용형
name:성서4차산업단지앞2|,성서4차산업단지앞2,54472,22800,22800,12.0,35.81736,128.50451,달서구,77272,4539.333333333333,2611.0,647.0,767.0,8.0,8시,24.779777862887784,29.375718115664494,31672,0.4098767988404597,퇴근형
name:성서공단물류센터|,성서공단물류센터,9812,817,817,1.0,35.830905,128.4999283,달서구,10629,9812.0,288.0,3.0,207.0,17.0,17시,1.0416666666666665,71.875,8995,0.8462696396650673,퇴근형
name:성서국민체육센터앞|,성서국민체육센터앞,39255,13169,13169,3.0,35.85923558,128.5062243,달서구,52424,13085.0,1304.0,170.0,241.0,16.0,16시,13.03680981595092,18.481595092024538,26086,0.4975965206775523,생활형
name:성서동서서한타운건너|,성서동서서한타운건너,74147,15416,15416,3.0,35.85923132,128.5032867,달서구,89563,24715.666666666668,2476.0,487.0,475.0,16.0,16시,19.668820678513733,19.184168012924072,58731,0.6557507006241416,생활형
name:성서동서서한타운앞|,성서동서서한타운앞,96166,10739,10739,3.0,35.85901408,128.5024961,달서구,106905,32055.333333333332,3230.0,1043.0,377.0,7.0,7시,32.29102167182663,11.671826625386997,85427,0.7990926523548946,출근형
name:성서보성타운2차건너1|,성서보성타운2차건너1,130417,16169,16169,3.0,35.85877925,128.5186429,달서구,146586,43472.333333333336,4420.0,1315.0,691.0,8.0,8시,29.751131221719458,15.633484162895927,114248,0.7793923021298078,출근형
name:성서보성타운2차건너2|,성서보성타운2차건너2,42191,5110,5110,1.0,35.8587582,128.5177373,달서구,47301,42191.0,1449.0,609.0,176.0,7.0,7시,42.028985507246375,12.146307798481711,37081,0.7839369146529672,출근형
name:성서보성타운2차앞|,성서보성타운2차앞,126515,46163,46163,4.0,35.858955,128.51941,달서구,172678,31628.75,4334.0,1077.0,825.0,16.0,16시,24.85002307337333,19.035532994923855,80352,0.4653285305597702,생활형
name:성서산업단지역(1번출구)|,성서산업단지역(1번출구),121935,61462,61462,8.0,35.85211333,128.5052767,달서구,183397,15241.875,4449.0,565.0,1630.0,18.0,18시,12.69948302989436,36.63744661721735,60473,0.329738218182413,퇴근형
name:성서산업단지역(2번출구)|,성서산업단지역(2번출구),153165,40157,40157,7.0,35.85174,128.505015,달서구,193322,21880.714285714286,5709.0,1607.0,1641.0,7.0,7시,28.148537397092312,28.744088281660535,113008,0.5845584051478879,출퇴근형
name:성서우방유쉘아파트앞|,성서우방유쉘아파트앞,15794,6238,6238,6.0,35.85335387,128.4750817,달서구,22032,2632.3333333333335,1033.0,239.0,235.0,14.0,14시,23.13649564375605,22.749273959341725,9556,0.43373275236020337,생활형
name:성서우방타운건너|,성서우방타운건너,301809,82681,82681,7.0,35.85533833,128.5058817,달서구,384490,43115.57142857143,10708.0,2445.0,2084.0,8.0,8시,22.833395592080688,19.462084422861412,219128,0.5699185934614684,생활형
name:성서우방타운앞|,성서우방타운앞,224477,85538,85538,8.0,35.85556667,128.5054217,달서구,310015,28059.625,8014.0,1048.0,2209.0,17.0,17시,13.077115048664837,27.56426254055403,138939,0.4481686370014354,퇴근형
name:성서우체국건너|,성서우체국건너,40201,19437,19437,2.0,35.85306833,128.507075,달서구,59638,20100.5,1407.0,265.0,356.0,8.0,8시,18.834399431414354,25.302061122956644,20764,0.34816727589791746,퇴근형
name:성서우체국앞|,성서우체국앞,46699,43500,43500,2.0,35.85306237,128.507434,달서구,90199,23349.5,1667.0,217.0,604.0,18.0,18시,13.017396520695861,36.23275344931014,3199,0.03546602512222974,퇴근형
name:성서종합시장건너|,성서종합시장건너,277165,154743,154743,9.0,35.85562333,128.494995,달서구,431908,30796.11111111111,10243.0,1408.0,3305.0,18.0,18시,13.745972859513813,32.26593771356048,122422,0.2834446224658955,퇴근형
name:성서종합시장앞|,성서종합시장앞,561163,120062,120062,9.0,35.855605,128.494945,달서구,681225,62351.444444444445,20525.0,3156.0,6023.0,17.0,17시,15.376370280146162,29.344701583434833,441101,0.6475114683107637,퇴근형
name:성서주공1단지건너|,성서주공1단지건너,116007,26358,26358,7.0,35.85131362,128.4949463,달서구,142365,16572.428571428572,4227.0,778.0,1350.0,17.0,17시,18.405488526141472,31.9375443577005,89649,0.6297123590770204,퇴근형
name:성서주공1단지앞|,성서주공1단지앞,37012,40533,40533,7.0,35.85173383,128.4960643,달서구,77545,5287.428571428572,1326.0,367.0,306.0,8.0,8시,27.677224736048267,23.076923076923077,-3521,0.04540589335224708,출근형
name:성서주공2단지앞|,성서주공2단지앞,649997,71250,71250,9.0,35.85545833,128.4990333,달서구,721247,72221.88888888889,22841.0,5714.0,4436.0,7.0,7시,25.016417845103106,19.42121623396524,578747,0.8024255213539883,출근형
name:성서주공5단지앞|,성서주공5단지앞,76817,22041,22041,3.0,35.85804975,128.5209726,달서구,98858,25605.666666666668,2590.0,599.0,458.0,16.0,16시,23.127413127413128,17.683397683397683,54776,0.5540876813206822,생활형
name:성서청구타운건너|,성서청구타운건너,247343,26448,26448,3.0,35.85575333,128.52108,달서구,273791,82447.66666666667,4236.0,1375.0,652.0,8.0,8시,32.45986779981114,15.3918791312559,220895,0.8068015383997282,출근형
name:성서청구타운앞|,성서청구타운앞,110663,32190,32190,3.0,35.85628167,128.5210317,달서구,142853,36887.666666666664,3709.0,1055.0,709.0,8.0,8시,28.444324615799406,19.11566459962254,78473,0.5493269304809839,출근형
name:성서초등학교건너|,성서초등학교건너,90056,14380,14380,5.0,35.85058,128.5141917,달서구,104436,18011.2,3060.0,984.0,777.0,7.0,7시,32.15686274509804,25.392156862745097,75676,0.7246160327856295,출퇴근형
name:성서초등학교앞|,성서초등학교앞,374,16702,16702,5.0,35.85116667,128.5122817,달서구,17076,74.8,0.0,0.0,0.0,5.0,5시,,,-16328,0.9561958304052471,저이용형
name:성서푸른마을아파트건너|,성서푸른마을아파트건너,152711,24544,24544,4.0,35.85887822,128.5089801,달서구,177255,38177.75,5118.0,1713.0,732.0,7.0,7시,33.47010550996483,14.302461899179367,128167,0.7230656398973231,출근형
name:성서푸른마을아파트앞2|,성서푸른마을아파트앞2,49592,31708,31708,4.0,35.85920167,128.5087167,달서구,81300,12398.0,1697.0,424.0,331.0,8.0,8시,24.98526812021214,19.50500883912787,17884,0.21997539975399755,생활형
name:성서푸른마을아파트앞|,성서푸른마을아파트앞,12819,5943,5943,1.0,35.8591256,128.5095709,달서구,18762,12819.0,413.0,92.0,89.0,9.0,9시,22.27602905569007,21.54963680387409,6876,0.36648544931244004,생활형
name:성서한샘타운앞|,성서한샘타운앞,24097,3166,3166,1.0,35.857945,128.5074567,달서구,27263,24097.0,811.0,284.0,117.0,7.0,7시,35.01849568434032,14.426633785450061,20931,0.7677438286322121,출근형
name:성서협업단지건너|,성서협업단지건너,7820,611,611,1.0,35.83972333,128.4848733,달서구,8431,7820.0,224.0,0.0,125.0,18.0,18시,0.0,55.80357142857143,7209,0.8550587118965721,퇴근형
name:성서협업단지앞|,성서협업단지앞,8341,1884,1884,1.0,35.83955167,128.4854333,달서구,10225,8341.0,236.0,12.0,182.0,17.0,17시,5.084745762711865,77.11864406779661,6457,0.6314914425427873,퇴근형
name:성암산수정사 건너|,성암산수정사 건너,3623,1043,1043,,,,,4666,,14.0,4.0,0.0,9.0,9시,28.57142857142857,0.0,2580,0.5529361337333905,출근형
name:성암산수정사|,성암산수정사,2023,2072,2072,,,,,4095,,6.0,1.0,1.0,16.0,16시,16.666666666666664,16.666666666666664,-49,0.011965811965811967,저이용형
name:성요셉요양병원건너|,성요셉요양병원건너,16025,3792,3792,3.0,35.72169667,128.4530083,달성군,19817,5341.666666666667,539.0,86.0,124.0,16.0,16시,15.955473098330241,23.00556586270872,12233,0.617298279255185,생활형
name:성요셉요양병원앞|,성요셉요양병원앞,17175,5532,5532,2.0,35.72167,128.4532367,달성군,22707,8587.5,568.0,74.0,179.0,17.0,17시,13.028169014084506,31.514084507042256,11643,0.5127493724402167,퇴근형
name:성원아파트건너|,성원아파트건너,48024,7548,7548,2.0,35.72982833,128.4482783,달성군,55572,24012.0,1587.0,709.0,410.0,7.0,7시,44.67548834278513,25.834908632640204,40476,0.7283524076873246,출퇴근형
name:성원아파트앞|,성원아파트앞,79424,17052,17052,1.0,35.72993,128.44815,달성군,96476,79424.0,2619.0,940.0,359.0,7.0,7시,35.891561664757546,13.707521954944635,62372,0.6465027571624031,출근형
name:성주사건너|,성주사건너,2260,2046,2046,7.0,35.88149667,128.4985733,달성군,4306,322.85714285714283,33.0,6.0,1.0,12.0,12시,18.181818181818183,3.0303030303030303,214,0.04969809568044589,저이용형
name:성주사앞|,성주사앞,5564,6394,6394,7.0,35.881425,128.498715,달성군,11958,794.8571428571429,170.0,10.0,36.0,15.0,15시,5.88235294117647,21.176470588235293,-830,0.06940960026760327,생활형
name:성지중학교건너|,성지중학교건너,48196,16010,16010,3.0,35.852935,128.5155683,달서구,64206,16065.333333333334,1606.0,322.0,400.0,15.0,15시,20.049813200498132,24.906600249066003,32186,0.5012927140765661,생활형
name:성지중학교앞|,성지중학교앞,64243,78702,78702,3.0,35.853265,128.5153917,달서구,142945,21414.333333333332,2150.0,528.0,317.0,8.0,8시,24.558139534883722,14.74418604651163,-14459,0.1011507922627584,생활형
name:성하리|,성하리,1782,4564,4564,4.0,35.70610278,128.4374406,달성군,6346,445.5,29.0,2.0,0.0,16.0,16시,6.896551724137931,0.0,-2782,0.43838638512448785,저이용형
name:성화여고건너|,성화여고건너,183161,17386,17386,4.0,35.90228388,128.6182273,북구,200547,45790.25,6255.0,1501.0,1092.0,16.0,16시,23.996802557953636,17.45803357314149,165775,0.82661421013528,생활형
name:성화여고앞|,성화여고앞,96265,50580,50580,4.0,35.90194225,128.618371,북구,146845,24066.25,3392.0,515.0,956.0,16.0,16시,15.182783018867923,28.183962264150942,45685,0.3111103544553781,퇴근형
name:세강병원앞|,세강병원앞,161932,450113,450113,6.0,35.83697,128.5524233,달서구,612045,26988.666666666668,5740.0,1206.0,1201.0,8.0,8시,21.010452961672474,20.923344947735192,-288181,0.47084936565121843,생활형
name:세천고개1|,세천고개1,3025,650,650,1.0,35.87636402,128.4789249,달성군,3675,3025.0,68.0,42.0,4.0,7.0,7시,61.76470588235294,5.88235294117647,2375,0.6462585034013606,출근형
name:세천고개2|,세천고개2,4554,1389,1389,1.0,35.8764244,128.4786721,달성군,5943,4554.0,98.0,44.0,25.0,8.0,8시,44.89795918367347,25.510204081632654,3165,0.5325593134780414,출퇴근형
