_merge_key,stop_name,boardings,alightings,passengers,route_count,lat,lon,district,total_riders,boardings_per_route,hourly_pattern_boardings,morning_boardings,evening_boardings,peak_hour,peak_hour_label,morning_concentration,evening_concentration,boarding_alighting_diff,boarding_alighting_imbalance,stop_type
name:동대구LPG충전소건너|,동대구LPG충전소건너,24497,6099,6099,1.0,35.86700333,128.6323362,수성구,30596,24497.0,803.0,203.0,223.0,18.0,18시,25.280199252801992,27.770859277708592,18398,0.6013204340436659,출퇴근형
name:동대구LPG충전소앞|,동대구LPG충전소앞,9211,3576,3576,1.0,35.867095,128.6319883,수성구,12787,9211.0,304.0,57.0,69.0,18.0,18시,18.75,22.697368421052634,5635,0.44068194259795107,생활형
name:동대구동화아이위시아파트건너|,동대구동화아이위시아파트건너,73815,144532,144532,2.0,35.87600177,128.6241079,동구,218347,36907.5,2554.0,358.0,949.0,18.0,18시,14.017227877838684,37.15740015661707,-70717,0.3238743834355407,퇴근형
name:동대구동화아이위시아파트앞|,동대구동화아이위시아파트앞,97880,23342,23342,3.0,35.87617833,128.624035,동구,121222,32626.666666666668,3311.0,640.0,1054.0,18.0,18시,19.329507701600726,31.83328299607369,74538,0.6148883865964924,퇴근형
name:동대구시장건너|,동대구시장건너,254158,64606,64606,5.0,35.8822538,128.6106828,북구,318764,50831.6,9111.0,1628.0,2304.0,16.0,16시,17.868510591592578,25.288113269674025,189552,0.5946468233552095,퇴근형
name:동대구시장앞|,동대구시장앞,410504,125076,125076,5.0,35.88249667,128.6092817,북구,535580,82100.8,14426.0,3136.0,3349.0,17.0,17시,21.738527658394567,23.215028420906698,285428,0.5329325217521192,생활형
name:동대구역(2번출구)건너|,동대구역(2번출구)건너,79682,14497,14497,2.0,35.87692,128.62839,동구,94179,39841.0,3090.0,243.0,1146.0,16.0,16시,7.864077669902912,37.0873786407767,65185,0.6921394366047633,퇴근형
name:동대구역|,동대구역,1700901,577300,577300,14.0,35.87917333,128.6269833,동구,2278201,121492.92857142857,64185.0,8614.0,19379.0,18.0,18시,13.420581132663395,30.19241255745112,1123601,0.4931966055672875,퇴근형
name:동대구역건너|,동대구역건너,1891915,748783,748783,14.0,35.87869667,128.6268133,동구,2640698,135136.7857142857,71676.0,9072.0,23109.0,18.0,18시,12.656956303365144,32.24091746191194,1143132,0.4328900919378134,퇴근형
name:동대구역복합환승센터건너|,동대구역복합환승센터건너,1449058,215711,215711,13.0,35.87736167,128.630105,동구,1664769,111466.0,51744.0,5049.0,18392.0,18.0,18시,9.75765306122449,35.544217687074834,1233347,0.7408517337840865,퇴근형
name:동대구역복합환승센터앞|,동대구역복합환승센터앞,1564492,601475,601475,11.0,35.877535,128.6299233,동구,2165967,142226.54545454544,55863.0,5906.0,19147.0,20.0,20시,10.572292930920286,34.27492257845085,963017,0.44461296040059706,퇴근형
name:동대구역센트럴시티자이아파트|,동대구역센트럴시티자이아파트,21997,4138,4138,1.0,35.87196388,128.6230707,동구,26135,21997.0,742.0,254.0,185.0,7.0,7시,34.23180592991914,24.932614555256063,17859,0.6833365219054908,출근형
name:동대구역수화물취급소건너|,동대구역수화물취급소건너,15104,5588,5588,2.0,35.87984333,128.6250567,동구,20692,7552.0,494.0,142.0,95.0,9.0,9시,28.74493927125506,19.230769230769234,9516,0.459887879373671,출근형
name:동대구역수화물취급소앞|,동대구역수화물취급소앞,16166,26808,26808,2.0,35.87977333,128.6251467,동구,42974,8083.0,550.0,151.0,141.0,8.0,8시,27.454545454545453,25.636363636363633,-10642,0.24763810676222833,출퇴근형
name:동대구역지하도1|,동대구역지하도1,278291,121780,121780,4.0,35.880625,128.6280983,동구,400071,69572.75,9374.0,986.0,3051.0,17.0,17시,10.518455301898868,32.5474717303179,156511,0.39120806056924895,퇴근형
name:동대구역지하도2|,동대구역지하도2,435857,79602,79602,4.0,35.88071177,128.629048,동구,515459,108964.25,15271.0,2353.0,4744.0,18.0,18시,15.408290223299066,31.065418112762757,356255,0.6911412934879398,퇴근형
name:동대구역화성파크드림|,동대구역화성파크드림,342520,238851,238851,13.0,35.8819125,128.6256881,동구,581371,26347.69230769231,12928.0,3218.0,2929.0,8.0,8시,24.89170792079208,22.65625,103669,0.17831814796403672,생활형
name:동대구이안센트럴D아파트|,동대구이안센트럴D아파트,38175,38795,38795,3.0,35.8814462,128.6253549,동구,76970,12725.0,1326.0,362.0,267.0,8.0,8시,27.300150829562593,20.13574660633484,-620,0.00805508639729765,출근형
name:동대구초등학교건너|,동대구초등학교건너,32007,6542,6542,2.0,35.87857365,128.6206922,동구,38549,16003.5,1067.0,426.0,132.0,7.0,7시,39.92502343017807,12.371134020618557,25465,0.6605878232898389,출근형
name:동대구초등학교앞|,동대구초등학교앞,35083,7507,7507,2.0,35.87868057,128.6206595,동구,42590,17541.5,1169.0,333.0,144.0,10.0,10시,28.485885372112918,12.318220701454234,27576,0.6474759333176802,출근형
name:동대구해모로웨스트아파트|,동대구해모로웨스트아파트,128725,21716,21716,4.0,35.89019333,128.6267883,동구,150441,32181.25,4317.0,1545.0,692.0,8.0,8시,35.788742182070884,16.029650220060226,107009,0.7113021051442093,출근형
name:동도중학교건너|,동도중학교건너,179548,46905,46905,8.0,35.84998008,128.6384747,수성구,226453,22443.5,6074.0,851.0,1220.0,16.0,16시,14.010536713862365,20.085610800131708,132643,0.58574185371799,생활형
name:동도중학교앞|,동도중학교앞,343223,59071,59071,8.0,35.84921102,128.6388096,수성구,402294,42902.875,11480.0,2481.0,2018.0,15.0,15시,21.61149825783972,17.578397212543553,284152,0.7063292020263787,생활형
name:동명교통|,동명교통,182793,59988,59988,,,,,242781,,3367.0,678.0,981.0,17.0,17시,20.136620136620138,29.13572913572914,122805,0.5058262384618236,퇴근형
name:동명면우체국|,동명면우체국,4464,31725,31725,,,,,36189,,81.0,8.0,11.0,15.0,15시,9.876543209876543,13.580246913580247,-27261,0.7532952001989555,생활형
name:동명면우체국건너|,동명면우체국건너,182712,1670,1670,,,,,184382,,3333.0,588.0,684.0,15.0,15시,17.64176417641764,20.522052205220522,181042,0.9818854335021857,생활형
name:동명면행정복지센터|,동명면행정복지센터,215,101,101,,,,,316,,4.0,4.0,0.0,7.0,7시,100.0,0.0,114,0.36075949367088606,저이용형
name:동명성당|,동명성당,363,12854,12854,,,,,13217,,0.0,0.0,0.0,5.0,5시,,,-12491,0.9450707422259211,저이용형
name:동명성당건너|,동명성당건너,1760,465,465,,,,,2225,,4.0,0.0,0.0,10.0,10시,0.0,0.0,1295,0.5820224719101124,저이용형
name:동명주유소앞|,동명주유소앞,2,37,37,,,,,39,,0.0,0.0,0.0,5.0,5시,,,-35,0.8974358974358975,저이용형
name:동명초등학교건너|,동명초등학교건너,47,2330,2330,,,,,2377,,1.0,1.0,0.0,9.0,9시,100.0,0.0,-2283,0.9604543542280185,저이용형
name:동명초등학교입구|,동명초등학교입구,231,30,30,,,,,261,,2.0,2.0,0.0,8.0,8시,100.0,0.0,201,0.7701149425287356,저이용형
name:동명파출소|,동명파출소,221,20762,20762,,,,,20983,,0.0,0.0,0.0,5.0,5시,,,-20541,0.9789353285993423,저이용형
name:동문고등학교앞|,동문고등학교앞,33679,7232,7232,3.0,35.87814022,128.6503635,수성구,40911,11226.333333333334,1113.0,69.0,90.0,16.0,16시,6.199460916442049,8.086253369272237,26447,0.6464520544596808,생활형
name:동문고등학교정문|,동문고등학교정문,68163,6564,6564,1.0,35.87707167,128.6502617,수성구,74727,68163.0,2258.0,432.0,335.0,16.0,16시,19.13197519929141,14.83613817537644,61599,0.8243205267172508,생활형
name:동변주공그린빌건너|,동변주공그린빌건너,99827,23768,23768,4.0,35.91798833,128.60374,북구,123595,24956.75,,,,,,,,76059,0.6153889720457947,분류 불가
name:동변주공그린빌앞|,동변주공그린빌앞,201777,18808,18808,4.0,35.91796802,128.6036292,북구,220585,50444.25,,,,,,,,182969,0.8294716322506064,분류 불가
name:동부경찰서건너|,동부경찰서건너,52041,55977,55977,7.0,35.871855,128.72258,동구,108018,7434.428571428572,1839.0,381.0,418.0,8.0,8시,20.717781402936378,22.72974442631865,-3936,0.03643837138254735,생활형
name:동부경찰서앞|,동부경찰서앞,264947,21221,21221,7.0,35.87192332,128.7233177,동구,286168,37849.57142857143,9060.0,2720.0,1619.0,7.0,7시,30.022075055187635,17.869757174392937,243726,0.8516885186324117,출근형
name:동부고교건너|,동부고교건너,53672,36494,36494,6.0,35.87188035,128.7179282,동구,90166,8945.333333333334,1854.0,352.0,340.0,16.0,16시,18.985976267529665,18.338727076591155,17178,0.1905152718319544,생활형
name:동부고교앞|,동부고교앞,140075,39216,39216,6.0,35.87207848,128.7170757,동구,179291,23345.833333333332,4684.0,947.0,1020.0,16.0,16시,20.217762596071733,21.77625960717336,100859,0.5625435744125472,생활형
name:동부동행정복지센터|,동부동행정복지센터,1069,294,294,,,,,1363,,2.0,0.0,0.0,10.0,10시,0.0,0.0,775,0.5685986793837124,저이용형
name:동부리|,동부리,1239,55,55,9.0,36.23378167,128.5712933,군위군,1294,137.66666666666666,26.0,1.0,0.0,12.0,12시,3.8461538461538463,0.0,1184,0.9149922720247295,저이용형
name:동부사거리|,동부사거리,451,94,94,1.0,36.236208335,128.57368250000002,군위군,545,451.0,5.0,0.0,0.0,12.0,12시,0.0,0.0,357,0.655045871559633,저이용형
name:동부소방서건너|,동부소방서건너,14792,302672,302672,5.0,35.87516907,128.625734,동구,317464,2958.4,505.0,116.0,129.0,8.0,8시,22.970297029702973,25.544554455445546,-287880,0.9068114809868205,퇴근형
name:동부소방서앞|,동부소방서앞,133426,28644,28644,4.0,35.87522333,128.6253333,동구,162070,33356.5,4541.0,1126.0,1329.0,8.0,8시,24.79630037436688,29.26668134772077,104782,0.6465231072993151,퇴근형
name:동부중학교건너|,동부중학교건너,121746,13047,13047,2.0,35.87213258,128.643674,수성구,134793,60873.0,4075.0,987.0,576.0,16.0,16시,24.220858895705522,14.134969325153374,108699,0.8064142796732768,생활형
name:동부중학교앞|,동부중학교앞,69206,67142,67142,2.0,35.87239527,128.6436556,수성구,136348,34603.0,2305.0,582.0,371.0,16.0,16시,25.24945770065076,16.09544468546638,2064,0.015137735793704345,출근형
name:동부초등학교|,동부초등학교,580,577,577,,,,,1157,,3.0,3.0,0.0,7.0,7시,100.0,0.0,3,0.0025929127052722557,저이용형
name:동북주유소건너|,동북주유소건너,2187,1301,1301,2.0,35.95272,128.634155,동구,3488,1093.5,43.0,0.0,9.0,15.0,15시,0.0,20.930232558139537,886,0.2540137614678899,저이용형
name:동북주유소앞|,동북주유소앞,211,1245,1245,2.0,35.95223667,128.6345367,동구,1456,105.5,0.0,0.0,0.0,5.0,5시,,,-1034,0.7101648351648352,저이용형
name:동산1리|,동산1리,577,46,46,1.0,36.04986167,128.65420665,군위군,623,577.0,7.0,7.0,0.0,8.0,8시,100.0,0.0,531,0.8523274478330658,저이용형
name:동산2리|,동산2리,1109,2,2,1.0,36.04892333,128.64737,군위군,1111,1109.0,28.0,26.0,2.0,9.0,9시,92.85714285714286,7.142857142857142,1107,0.9963996399639964,저이용형
name:동서교회건너|,동서교회건너,82952,11905,11905,4.0,35.92107178,128.6012204,북구,94857,20738.0,2885.0,864.0,618.0,7.0,7시,29.94800693240901,21.421143847487002,71047,0.7489905858291955,출근형
name:동서교회앞|,동서교회앞,54668,43229,43229,4.0,35.9211925,128.6012168,북구,97897,13667.0,1999.0,317.0,581.0,18.0,18시,15.857928964482241,29.064532266133064,11439,0.11684729869148186,퇴근형
name:동서리치모아건너|,동서리치모아건너,91767,25993,25993,3.0,35.92308645,128.5966133,북구,117760,30589.0,3081.0,1097.0,525.0,7.0,7시,35.6053229470951,17.039922103213243,65774,0.5585427989130435,출근형
name:동서리치모아앞|,동서리치모아앞,74398,25002,25002,3.0,35.9231176,128.5967651,북구,99400,24799.333333333332,2629.0,546.0,666.0,17.0,17시,20.768352985926207,25.332826169646257,49396,0.4969416498993964,퇴근형
name:동서변그린빌건너|,동서변그린빌건너,4196,727,727,,,,,4923,,3523.0,942.0,633.0,8.0,8시,26.738575078058474,17.967641214873687,3469,0.7046516351817997,출근형
name:동서변그린빌앞|,동서변그린빌앞,8084,627,627,,,,,8711,,7012.0,2690.0,772.0,7.0,7시,38.362806617227605,11.00969766115231,7457,0.856044082194926,출근형
name:동서변리벤빌|,동서변리벤빌,261341,38015,38015,4.0,35.92551347,128.598898,북구,299356,65335.25,9790.0,2988.0,1647.0,8.0,8시,30.520939734422882,16.823289070480083,223326,0.7460214593995109,출근형
name:동서변월드메르디앙아파트|,동서변월드메르디앙아파트,76996,14706,14706,1.0,35.9192546,128.5991538,북구,91702,76996.0,2557.0,739.0,409.0,8.0,8시,28.901055924912004,15.995307000391085,62290,0.6792654467732437,출근형
name:동서변월드메르디앙아파트정문|,동서변월드메르디앙아파트정문,8679,18478,18478,1.0,35.91866902,128.59669,북구,27157,8679.0,274.0,60.0,46.0,7.0,7시,21.897810218978105,16.78832116788321,-9799,0.36082777920978015,생활형
name:동서아파트건너|,동서아파트건너,71154,8226,8226,5.0,35.86437833,128.4643033,달성군,79380,14230.8,2383.0,610.0,557.0,8.0,8시,25.597985732270246,23.373898447335293,62928,0.7927437641723356,출근형
name:동서아파트앞|,동서아파트앞,31580,8692,8692,5.0,35.86499167,128.464035,달성군,40272,6316.0,1050.0,290.0,162.0,9.0,9시,27.61904761904762,15.428571428571427,22888,0.5683353198251887,출근형
name:동서화성타운건너|,동서화성타운건너,615140,28268,28268,7.0,35.85519522,128.5112717,달서구,643408,87877.14285714286,20818.0,3737.0,5278.0,18.0,18시,17.950811797482945,25.353059852051107,586872,0.9121304055902321,퇴근형
name:동서화성타운앞|,동서화성타운앞,329552,75965,75965,7.0,35.85540667,128.5104938,달서구,405517,47078.857142857145,11235.0,1688.0,3147.0,17.0,17시,15.024477080551845,28.010680907877166,253587,0.6253424640643919,퇴근형
name:동성에스티에스건너|,동성에스티에스건너,5069,141,141,1.0,35.87480952,128.4634321,달성군,5210,5069.0,140.0,9.0,69.0,17.0,17시,6.428571428571428,49.28571428571429,4928,0.945873320537428,퇴근형
name:동성에스티에스앞|,동성에스티에스앞,3051,1711,1711,1.0,35.87493622,128.4635506,달성군,4762,3051.0,78.0,2.0,72.0,18.0,18시,2.564102564102564,92.3076923076923,1340,0.28139437211255774,퇴근형
name:동성초등학교건너|,동성초등학교건너,74350,251185,251185,3.0,35.85374055,128.6136266,수성구,325535,24783.333333333332,2591.0,461.0,617.0,18.0,18시,17.792358162871476,23.813199536858356,-176835,0.5432134793493787,생활형
name:동성초등학교앞|,동성초등학교앞,160218,75094,75094,4.0,35.85373165,128.613396,수성구,235312,40054.5,6118.0,866.0,1807.0,18.0,18시,14.154952598888526,29.53579601176855,85124,0.36174950703746517,퇴근형
name:동신초등학교건너|,동신초등학교건너,93130,29830,29830,2.0,35.87891467,128.6154045,동구,122960,46565.0,3152.0,933.0,649.0,7.0,7시,29.600253807106597,20.59010152284264,63300,0.5148015614834093,출근형
name:동신초등학교앞|,동신초등학교앞,83630,70069,70069,1.0,35.87814557,128.6155665,동구,153699,83630.0,2784.0,991.0,597.0,7.0,7시,35.5962643678161,21.443965517241377,13561,0.08823089284901008,출근형
name:동아백화점수성점건너|,동아백화점수성점건너,238595,143983,143983,15.0,35.82061073,128.6402962,수성구,382578,15906.333333333334,8967.0,1417.0,2480.0,17.0,17시,15.802386528381845,27.656964425114307,94612,0.24730120393749772,퇴근형
name:동아백화점수성점앞|,동아백화점수성점앞,842642,45502,45502,12.0,35.82075917,128.6404344,수성구,888144,70220.16666666667,30028.0,5612.0,7395.0,17.0,17시,18.689223391501265,24.627014786199545,797140,0.8975346340233116,생활형
name:동아스포츠센터(지산중학교앞)|,동아스포츠센터(지산중학교앞),47092,28495,28495,3.0,35.8255985,128.6294473,수성구,75587,15697.333333333334,1553.0,322.0,314.0,16.0,16시,20.734063103670316,20.218931101094658,18597,0.24603437098972045,생활형
name:동아스포츠센터(지산초교앞)|,동아스포츠센터(지산초교앞),101305,4898,4898,3.0,35.82570483,128.6313595,수성구,106203,33768.333333333336,3359.0,768.0,664.0,8.0,8시,22.863947603453408,19.767788032152424,96407,0.9077615509919682,생활형
name:동아제약|,동아제약,7440,6230,6230,2.0,35.73976667,128.4682983,달성군,13670,3720.0,217.0,29.0,138.0,17.0,17시,13.36405529953917,63.594470046082954,1210,0.08851499634235552,퇴근형
name:동아제약건너|,동아제약건너,35819,1477,1477,1.0,35.74002,128.4682917,달성군,37296,35819.0,1189.0,241.0,623.0,20.0,20시,20.269133725820016,52.39697224558453,34342,0.9207957957957958,퇴근형
name:동양맨션앞|,동양맨션앞,55890,5490,5490,1.0,35.87968735,128.6195892,동구,61380,55890.0,1823.0,540.0,258.0,8.0,8시,29.621503017004937,14.152495885902358,50400,0.8211143695014663,출근형
name:동원비즈플랫폼건너|,동원비즈플랫폼건너,46588,205273,205273,3.0,35.84664213,128.5074158,달서구,251861,15529.333333333334,1674.0,217.0,711.0,17.0,17시,12.962962962962962,42.473118279569896,-158685,0.6300499084812654,퇴근형
name:동원비즈플랫폼앞|,동원비즈플랫폼앞,44587,6549,6549,3.0,35.8459803,128.5071475,달서구,51136,14862.333333333334,1497.0,153.0,867.0,18.0,18시,10.220440881763528,57.91583166332666,38038,0.7438595118898623,퇴근형
name:동원약품|,동원약품,158010,33065,33065,6.0,35.90889998,128.6169377,북구,191075,26335.0,5309.0,530.0,2823.0,17.0,17시,9.983047654925597,53.17385571670747,124945,0.6539055344759911,퇴근형
name:동원중학교|,동원중학교,44678,8134,8134,2.0,35.87604165,128.6509797,수성구,52812,22339.0,1478.0,130.0,175.0,16.0,16시,8.795669824086604,11.840324763193506,36544,0.6919639475876694,생활형
name:동원초등학교건너|,동원초등학교건너,25140,16486,16486,2.0,35.86320012,128.6411975,수성구,41626,12570.0,821.0,262.0,152.0,8.0,8시,31.912302070645556,18.514007308160778,8654,0.20789890933551147,출근형
name:동원초등학교남편|,동원초등학교남편,55434,12321,12321,2.0,35.86337955,128.6413541,수성구,67755,27717.0,1853.0,571.0,254.0,8.0,8시,30.814894765245548,13.707501349163516,43113,0.6363072835953066,출근형
name:동원초등학교앞|,동원초등학교앞,41166,19300,19300,2.0,35.86579452,128.6405145,수성구,60466,20583.0,1422.0,371.0,363.0,7.0,7시,26.09001406469761,25.52742616033755,21866,0.361624714715708,출퇴근형
name:동원초등학교후문건너|,동원초등학교후문건너,35000,6512,6512,1.0,35.8649839,128.6390539,수성구,41512,35000.0,1164.0,351.0,258.0,8.0,8시,30.15463917525773,22.164948453608247,28488,0.6862593948737714,출근형
name:동원초등학교후문앞|,동원초등학교후문앞,19976,22308,22308,1.0,35.86447695,128.6393726,수성구,42284,19976.0,662.0,164.0,145.0,7.0,7시,24.773413897280967,21.90332326283988,-2332,0.055150884495317375,생활형
name:동인네거리1|,동인네거리1,24042,10759,10759,2.0,35.87251667,128.606095,중구,34801,12021.0,828.0,162.0,226.0,18.0,18시,19.565217391304348,27.294685990338163,13283,0.3816844343553346,퇴근형
name:동인네거리2|,동인네거리2,23562,33639,33639,2.0,35.872665,128.606795,중구,57201,11781.0,826.0,117.0,268.0,18.0,18시,14.164648910411623,32.445520581113804,-10077,0.17616824880683904,퇴근형
name:동인찜갈비골목건너|,동인찜갈비골목건너,262910,158421,158421,6.0,35.87096667,128.60419,중구,421331,43818.333333333336,9253.0,1728.0,3133.0,18.0,18시,18.675024316437913,33.859288879282396,104489,0.2479974177072183,퇴근형
name:동인찜갈비골목앞|,동인찜갈비골목앞,258096,128893,128893,5.0,35.87121083,128.6044923,중구,386989,51619.2,9069.0,1166.0,3160.0,18.0,18시,12.856985334656523,34.84397397728526,129203,0.3338673709071834,퇴근형
name:동인초등학교건너|,동인초등학교건너,236724,98727,98727,5.0,35.86860913,128.6106674,중구,335451,47344.8,8082.0,1754.0,1798.0,8.0,8시,21.702548874041078,22.246968572135607,137997,0.4113775186241806,생활형
name:동인초등학교앞|,동인초등학교앞,170030,81920,81920,5.0,35.86840893,128.6107708,중구,251950,34006.0,5820.0,1059.0,1491.0,16.0,16시,18.195876288659793,25.618556701030926,88110,0.34971224449295496,퇴근형
name:동일금속|,동일금속,511,11149,11149,,,,,11660,,0.0,0.0,0.0,5.0,5시,,,-10638,0.9123499142367066,저이용형
name:동일초등학교건너|,동일초등학교건너,58567,14867,14867,1.0,35.85794338,128.6175939,수성구,73434,58567.0,2017.0,368.0,623.0,18.0,18시,18.24491819533961,30.887456618740707,43700,0.5950921916278563,퇴근형
name:동일초등학교앞|,동일초등학교앞,89804,71552,71552,3.0,35.85746325,128.6172728,수성구,161356,29934.666666666668,3276.0,389.0,979.0,18.0,18시,11.874236874236873,29.884004884004884,18252,0.11311633902674831,퇴근형
name:동천역1|,동천역1,6539,1422,1422,1.0,35.937235,128.557385,북구,7961,6539.0,214.0,31.0,54.0,16.0,16시,14.485981308411214,25.233644859813083,5117,0.6427584474312272,퇴근형
name:동천역2|,동천역2,8605,1354,1354,1.0,35.93703883,128.5576717,북구,9959,8605.0,284.0,41.0,80.0,17.0,17시,14.43661971830986,28.169014084507044,7251,0.7280851491113566,퇴근형
name:동촌강나루아파트건너|,동촌강나루아파트건너,131870,48659,48659,6.0,35.8864204,128.6414805,동구,180529,21978.333333333332,5001.0,1059.0,1164.0,16.0,16시,21.175764847030592,23.275344931013798,83211,0.46092871505409105,생활형
name:동촌강나루아파트앞|,동촌강나루아파트앞,101073,247863,247863,6.0,35.8861424,128.6418812,동구,348936,16845.5,3642.0,1078.0,566.0,8.0,8시,29.59912136188907,15.540911587040087,-146790,0.42067886374578717,출근형
name:동촌역(2번출구)|,동촌역(2번출구),17778,5834,5834,1.0,35.88615172,128.6499678,동구,23612,17778.0,583.0,69.0,127.0,15.0,15시,11.83533447684391,21.783876500857634,11944,0.5058444858546501,생활형
name:동촌역(신길)1|,동촌역(신길)1,219632,39145,39145,7.0,35.88703493,128.6527698,동구,258777,31376.0,7376.0,1858.0,1478.0,7.0,7시,25.189804772234275,20.037960954446852,180487,0.6974615209234205,출근형
name:동촌역(신길)2|,동촌역(신길)2,152358,66063,66063,7.0,35.88768783,128.6511033,동구,218421,21765.428571428572,5190.0,1043.0,1168.0,8.0,8시,20.096339113680152,22.504816955684007,86295,0.3950856373700331,생활형
name:동촌유원지|,동촌유원지,31723,20064,20064,3.0,35.87803077,128.6555209,동구,51787,10574.333333333334,1058.0,51.0,239.0,12.0,12시,4.8204158790170135,22.589792060491494,11659,0.2251337208179659,생활형
name:동촌지구대건너|,동촌지구대건너,51894,5505,5505,1.0,35.88656445,128.6493277,동구,57399,51894.0,1729.0,360.0,319.0,12.0,12시,20.821283979178716,18.44997108155003,46389,0.8081848115820833,생활형
name:동촌해성아파트건너|,동촌해성아파트건너,4837,9511,9511,1.0,35.88810167,128.646015,동구,14348,4837.0,104.0,30.0,22.0,9.0,9시,28.846153846153843,21.153846153846153,-4674,0.3257596877613605,출근형
name:동촌해성아파트앞|,동촌해성아파트앞,20910,31983,31983,1.0,35.88845667,128.6454317,동구,52893,20910.0,703.0,161.0,123.0,8.0,8시,22.90184921763869,17.496443812233288,-11073,0.20934717259372695,생활형
name:동촌화성타운건너|,동촌화성타운건너,263198,27842,27842,7.0,35.8897939,128.6478802,동구,291040,37599.71428571428,8996.0,2463.0,1492.0,8.0,8시,27.378835037794573,16.585148955091153,235356,0.8086723474436504,출근형
name:동촌화성타운앞|,동촌화성타운앞,156226,72785,72785,7.0,35.88997107,128.6470695,동구,229011,22318.0,5348.0,1253.0,1237.0,8.0,8시,23.42931937172775,23.1301421091997,83441,0.36435367733427654,생활형
name:동침산네거리2|,동침산네거리2,1687,5024,5024,1.0,35.88660333,128.5995617,북구,6711,1687.0,15.0,8.0,0.0,8.0,8시,53.333333333333336,0.0,-3337,0.49724333184324243,저이용형
name:동침산네거리|,동침산네거리,26932,42285,42285,3.0,35.88653833,128.5993683,북구,69217,8977.333333333334,954.0,197.0,242.0,18.0,18시,20.649895178197063,25.366876310272534,-15353,0.22180967103457244,퇴근형
name:동호동건너(북구)|,동호동건너(북구),10650,27521,27521,10.0,35.95981213,128.5523216,북구,38171,1065.0,362.0,47.0,148.0,18.0,18시,12.98342541436464,40.88397790055249,-16871,0.4419847528228236,퇴근형
name:동호동앞(북구)|,동호동앞(북구),1736,6310,6310,10.0,35.95937,128.5531167,북구,8046,173.6,23.0,6.0,0.0,6.0,6시,26.08695652173913,0.0,-4574,0.5684812329107631,저이용형
name:동호마을건너|,동호마을건너,3276,1237,1237,1.0,35.96289667,128.5544933,북구,4513,3276.0,71.0,50.0,0.0,8.0,8시,70.4225352112676,0.0,2039,0.45180589408375804,출근형
name:동호마을앞|,동호마을앞,164,293,293,1.0,35.96314,128.5544567,북구,457,164.0,0.0,0.0,0.0,5.0,5시,,,-129,0.28227571115973743,저이용형
name:동호육교1|,동호육교1,17698,44206,44206,7.0,35.86666833,128.7243817,동구,61904,2528.285714285714,652.0,26.0,209.0,16.0,16시,3.9877300613496933,32.055214723926376,-26508,0.4282114241406048,퇴근형
name:동호육교2|,동호육교2,386948,11093,11093,7.0,35.86683318,128.7245359,동구,398041,55278.28571428572,13374.0,2168.0,4125.0,16.0,16시,16.210557798713925,30.843427545984746,375855,0.9442620232589105,퇴근형
name:동호초등학교건너|,동호초등학교건너,10988,2002,2002,7.0,35.86484,128.721445,동구,12990,1569.7142857142858,375.0,104.0,59.0,8.0,8시,27.73333333333333,15.733333333333333,8986,0.6917628945342571,출근형
name:동화골든빌(남편)|,동화골든빌(남편),15368,137750,137750,4.0,35.94448017,128.5617771,북구,153118,3842.0,524.0,87.0,163.0,17.0,17시,16.603053435114504,31.106870229007633,-122382,0.7992659256259877,퇴근형
name:동화골든빌(동편)|,동화골든빌(동편),68618,23984,23984,10.0,35.94503503,128.5638944,북구,92602,6861.8,2381.0,394.0,683.0,18.0,18시,16.547669046619067,28.68542629147417,44634,0.48199822897993566,퇴근형
name:동화골든빌(북편)|,동화골든빌(북편),8215,3251,3251,1.0,35.94624333,128.56216,북구,11466,8215.0,262.0,68.0,75.0,18.0,18시,25.954198473282442,28.62595419847328,4964,0.4329321472178615,출퇴근형
name:동화골든빌건너(남편)|,동화골든빌건너(남편),39414,24473,24473,3.0,35.94429333,128.56246,북구,63887,13138.0,1345.0,199.0,467.0,17.0,17시,14.79553903345725,34.721189591078065,14941,0.23386604473523565,퇴근형
name:동화교1|,동화교1,1769,7856,7856,3.0,35.98420833,128.6982917,동구,9625,589.6666666666666,31.0,0.0,2.0,15.0,15시,0.0,6.451612903225806,-6087,0.6324155844155844,저이용형
name:동화교2|,동화교2,42153,315,315,3.0,35.98420833,128.6979767,동구,42468,14051.0,1377.0,133.0,176.0,13.0,13시,9.658678286129268,12.781408859840232,41838,0.9851653009324668,생활형
name:동화사입구건너|,동화사입구건너,92273,293,293,3.0,35.98875215,128.6976699,동구,92566,30757.666666666668,3064.0,154.0,489.0,13.0,13시,5.026109660574413,15.959530026109661,91980,0.9936693818464664,생활형
name:동화사입구앞|,동화사입구앞,2219,23401,23401,3.0,35.988875,128.6973167,동구,25620,739.6666666666666,41.0,0.0,0.0,15.0,15시,0.0,0.0,-21182,0.826775956284153,저이용형
name:동화시설집단지구(종점)1|,동화시설집단지구(종점)1,21003,575,575,3.0,35.98804828,128.6943733,동구,21578,7001.0,669.0,26.0,89.0,14.0,14시,3.8863976083707024,13.303437967115098,20428,0.946704977291686,생활형
name:동화시설집단지구(종점)2(대구시민안전테마파크)|,동화시설집단지구(종점)2(대구시민안전테마파크),149928,11238,11238,3.0,35.98815333,128.694675,동구,161166,49976.0,5019.0,147.0,1068.0,15.0,15시,2.928870292887029,21.27913927077107,138690,0.8605413052380775,생활형
